ADM_CD,year,month,LST,NDVI,NDBI,Albedo
11140750,2024,4,25.55393836,0.168500772,0.009641285,0.092694368
11140760,2024,4,24.01604346,0.136954017,-0.036399915,0.09413013
11140770,2024,4,26.46478457,0.155955147,0.018329834,0.099040405
11140780,2024,4,25.9649588,0.174232829,-0.006683813,0.097530338
11150510,2024,4,26.72863217,0.19500548,-0.00994459,0.106761413
11150520,2024,4,26.26074455,0.214395696,0.010802621,0.095571716
11150530,2024,4,26.3627838,0.161064832,0.039900893,0.096393497
11150540,2024,4,27.0319157,0.165842177,0.05176877,0.099013401
11150570,2024,4,27.6360478,0.149372447,0.062222721,0.108372613
11150580,2024,4,26.36026024,0.165005929,0.044562796,0.102667197
11150590,2024,4,27.44558335,0.214931442,0.038742401,0.112854399
11150600,2024,4,26.7534512,0.163631368,0.031261983,0.102821126
11150610,2024,4,27.11501841,0.193903298,0.047628076,0.10779386
11150620,2024,4,25.26405835,0.184698088,0.02805341,0.1006142
11150630,2024,4,26.1639981,0.281407529,0.037954188,0.094986486
11150640,2024,4,25.84778148,0.22290715,-0.007213024,0.097798787
11150650,2024,4,27.27384254,0.171698108,0.014083295,0.108462092
11150660,2024,4,25.30938622,0.275482203,-0.001383596,0.097031565
11150690,2024,4,26.0799863,0.218395245,-0.031966409,0.10704082
11150700,2024,4,26.23874564,0.234544565,-0.021401483,0.101441388
11150710,2024,4,26.51318225,0.231849228,-0.015565553,0.104285505
11150720,2024,4,26.91041574,0.141529824,0.049008799,0.10213138
11160510,2024,4,22.6733968,0.11507068,-0.057028247,0.081968676
11160520,2024,4,25.99728298,0.150642723,0.031969798,0.096056904
11160530,2024,4,25.64433023,0.253201869,0.011569326,0.098485679
11160540,2024,4,25.99917853,0.188818069,0.017958421,0.104219239
11160550,2024,4,25.96997936,0.211537166,0.04678722,0.09534381
11160570,2024,4,27.17711038,0.160182522,0.071859218,0.103510246
11160580,2024,4,26.49379809,0.184406525,0.005974671,0.093178399
11160590,2024,4,26.32579892,0.240995854,0.030350577,0.100280338
11160610,2024,4,25.73286479,0.23151164,0.004477456,0.094113172
11160630,2024,4,26.63106268,0.19235567,0.070507814,0.098085983
11160650,2024,4,22.59450798,0.135507039,-0.03963806,0.081539417
11160660,2024,4,25.9544048,0.193137792,0.026669542,0.107510121
11160670,2024,4,26.87053202,0.208468036,0.021327381,0.114195192
11160690,2024,4,29.569153,0.168870805,0.088889252,0.139809851
11160700,2024,4,25.83749375,0.169739765,0.034419946,0.1080205
11160710,2024,4,24.98808875,0.17859131,0.011149955,0.106605018
11160730,2024,4,26.78181824,0.148919652,0.060687102,0.100976518
11160740,2024,4,25.13395839,0.218108467,0.00021728,0.094598455
11160751,2024,4,23.88136219,0.131100923,-0.001522204,0.104279335
11160761,2024,4,22.12203796,0.172428664,-0.062399349,0.088221882
11170510,2024,4,27.01967944,0.181840195,-0.003509365,0.103398035
11170520,2024,4,27.33941646,0.193295511,0.007465946,0.107519815
11170540,2024,4,26.99748759,0.157909671,0.01982812,0.103138731
11170550,2024,4,28.27431744,0.177850447,0.070013308,0.110797241
11170560,2024,4,27.21094171,0.164790099,0.02758032,0.108597035
11170610,2024,4,27.2628411,0.165811269,0.032629816,0.117542862
11170620,2024,4,25.86471282,0.228823692,0.011380431,0.102379373
11170640,2024,4,26.20196902,0.197443312,0.009867706,0.096490462
11170650,2024,4,26.30266658,0.257691322,0.023921257,0.097745555
11170670,2024,4,26.39914869,0.205936716,0.04496304,0.104370928
11170690,2024,4,27.06583944,0.274976429,0.051482446,0.10068441
11170700,2024,4,28.24766593,0.144894207,0.079523504,0.115330868
11170710,2024,4,28.11516787,0.155356801,0.047647134,0.112958118
11170720,2024,4,26.12030543,0.21036644,0.037921273,0.102275407
