gu_nm,adm_nm,adm_cd,gu_cd,year,month,energy_elec,energy_gas,floor_area_ratio,shade_count,street_tree_count,green_ratio,roof_green_count,roof_green_area,cooling_fog,vehicle_density,population_density
광진구,구의2동,11050610,11050,2020,4,7041.871,901.2338449,425.5211100719424,4,538,0.017308909730363423,3,3298.0,False,4346.762589928057,18058.28764448441
광진구,구의3동,11050620,11050,2020,4,8888.063,1007.178486,579.8768068627451,12,664,0.017308909730363423,1,375.0,False,7409.803921568628,32976.127833605664
광진구,광장동,11050630,11050,2020,4,8205.925,1262.90937,72.77822079497908,8,1104,0.017308909730363423,0,0.0,False,4030.962343096234,16791.396454962807
광진구,자양1동,11050640,11050,2020,4,4766.052,830.3942778,746.3085242105265,4,486,0.017308909730363423,2,256.0,False,10240.350877192985,46469.12086769007
광진구,자양2동,11050650,11050,2020,4,6605.675,848.7194791,253.2118207142857,1,380,0.017308909730363423,1,172.0,False,4161.904761904762,12917.979083829365
광진구,자양3동,11050660,11050,2020,4,7753.905,850.5482353,354.4965490000001,5,475,0.017308909730363423,0,0.0,False,6504.166666666667,20873.231378125
광진구,자양4동,11050670,11050,2020,4,4744.308,800.7000001,366.7205679310345,1,296,0.017308909730363423,0,0.0,False,3818.1034482758623,23843.0729438458
동대문구,회기동,11060710,11060,2020,4,6115.004,678.2770573,109.36540657894736,1,268,0.029412025316455696,1,124.0,False,2365.7894736842104,27007.0725933845
동대문구,휘경1동,11060720,11060,2020,4,2945.715,350.0856141,219.59811396825395,10,263,0.029412025316455696,0,0.0,False,5131.746031746032,27557.384130511466
동대문구,휘경2동,11060730,11060,2020,4,4671.568,775.1524616,131.75886838095238,5,456,0.029412025316455696,2,407.0,False,5036.190476190476,20440.56476931217
동대문구,청량리동,11060800,11060,2020,4,5626.954,755.1426786,81.85437141666667,10,641,0.029412025316455696,2,765.0,False,3465.833333333333,16726.619003125
동대문구,용신동,11060810,11060,2020,4,12726.833,1142.392325,107.60570385093166,16,1042,0.029412025316455696,4,2154.0,False,5206.8322981366455,26435.59908997585
동대문구,제기동,11060820,11060,2020,4,7925.288,928.6908159,100.89909127118644,9,853,0.029412025316455696,1,157.0,False,4692.372881355933,26193.53406626648
동대문구,전농1동,11060830,11060,2020,4,7459.364,882.7959591,154.93707907563024,13,724,0.029412025316455696,1,107.0,False,5210.9243697479,28339.057834383755
동대문구,전농2동,11060840,11060,2020,4,3384.398,446.1250526,214.3896791860465,7,267,0.029412025316455696,10,6130.0,False,5204.6511627906975,19136.66656007752
동대문구,답십리2동,11060860,11060,2020,4,5928.498,777.0977871,218.4606205882353,7,493,0.029412025316455696,1,177.0,False,8283.529411764706,30508.76505555556
동대문구,장안1동,11060870,11060,2020,4,10743.553,1208.072172,244.7167188,9,1107,0.029412025316455696,4,1412.0,False,8687.2,29442.077995333333
동대문구,장안2동,11060880,11060,2020,4,8385.215,1000.745544,280.63843903669726,9,692,0.029412025316455696,1,340.0,False,8031.192660550458,25659.33380568297
동대문구,이문1동,11060890,11060,2020,4,3958.821,696.170247,167.33252153846155,3,362,0.029412025316455696,1,1100.0,False,3294.230769230769,22116.000073584404
동대문구,이문2동,11060900,11060,2020,4,3201.544,548.1851028,252.21133681159407,4,297,0.029412025316455696,3,1202.0,False,6391.304347826087,24088.02165458937
동대문구,답십리1동,11060910,11060,2020,4,5797.238,537.6653395,229.24879938271604,13,692,0.029412025316455696,0,0.0,False,9422.22222222222,31023.77277040466
중랑구,면목2동,11070520,11070,2020,4,4619.735,841.8448431,588.1245121688313,2,975,0.02913081081081081,1,224.0,False,8295.890410958904,32482.96902359209
중랑구,면목4동,11070540,11070,2020,4,2659.78,896.5316934,520.5239935287357,2,266,0.02913081081081081,2,698.0,False,3943.636363636364,17641.507875757572
중랑구,면목5동,11070550,11070,2020,4,2132.357,302.3552181,646.9369633857143,9,430,0.02913081081081081,0,0.0,False,5792.1875,15844.146319444442
중랑구,면목7동,11070570,11070,2020,4,4331.993,679.7794755,377.3798953083334,0,315,0.02913081081081081,0,0.0,False,5725.287356321839,24290.427141443164
중랑구,상봉1동,11070590,11070,2020,4,4531.271,638.6666645,194.0880512272727,4,300,0.02913081081081081,0,0.0,False,7317.64705882353,23587.91496029412
중랑구,상봉2동,11070600,11070,2020,4,6709.292,725.3183195,262.76536166153846,9,1015,0.02913081081081081,2,466.0,False,6316.176470588235,35711.818572712415
중랑구,중화1동,11070610,11070,2020,4,3087.96,574.6415175,255.3874315625,2,445,0.02913081081081081,0,0.0,False,6767.647058823529,25719.390945874184
중랑구,중화2동,11070620,11070,2020,4,5076.637,835.2810786,161.82965960396038,2,530,0.02913081081081081,0,0.0,True,5264.285714285715,29118.337406179144
중랑구,묵1동,11070640,11070,2020,4,5751.115,858.3384944,252.837544325,1,996,0.02913081081081081,3,704.0,False,7404.166666666667,22447.676978472224
중랑구,묵2동,11070650,11070,2020,4,3406.594,629.1487248,452.84336297014926,1,505,0.02913081081081081,0,0.0,False,6617.142857142858,27108.754047023813
중랑구,망우3동,11070680,11070,2020,4,2902.399,586.8980615,211.50854130434783,2,407,0.02913081081081081,0,0.0,False,4334.343434343435,13704.567578984286
중랑구,신내1동,11070690,11070,2020,4,7557.432,2305.418494,90.53677461,7,752,0.02913081081081081,3,1475.0,False,4189.328063241107,14033.710120553362
중랑구,신내2동,11070700,11070,2020,4,3297.71,163.9054038,249.21950860215057,5,299,0.02913081081081081,5,4014.0,False,5701.010101010101,19441.89155232885
중랑구,면목본동,11070710,11070,2020,4,6250.503,1137.152102,539.1141361547619,2,678,0.02913081081081081,0,0.0,False,6502.970297029703,30021.803792904288
중랑구,면목3·8동,11070720,11070,2020,4,5438.86,909.765606,277.82568979754603,1,531,0.02913081081081081,1,166.0,False,3094.011976047904,12874.80842298736
중랑구,망우본동,11070730,11070,2020,4,8137.869,1108.829414,64.22041518151815,7,974,0.02913081081081081,2,956.0,False,3003.8194444444443,11308.983836612657
성북구,돈암1동,11080580,11080,2020,4,2405.376,361.4382395,343.2863644897959,2,134,0.01540052888527258,1,237.0,False,7014.285714285715,30460.70853004535
성북구,돈암2동,11080590,11080,2020,4,3790.364,770.3638921,350.4381638,1,84,0.01540052888527258,2,345.0,False,13033.333333333334,33531.76300752315
성북구,안암동,11080600,11080,2020,4,10743.269,859.5317179,99.95193151879698,3,521,0.01540052888527258,1,1386.0,False,1828.5714285714284,18704.039204365083
성북구,보문동,11080610,11080,2020,4,3613.175,497.614668,93.60684196428572,2,1048,0.01540052888527258,0,0.0,False,6517.857142857142,31321.311196676583
성북구,정릉1동,11080620,11080,2020,4,2977.672,479.3444066,1546.831598431818,4,154,0.01540052888527258,2,230.0,False,11431.818181818182,36510.7078052399
성북구,정릉2동,11080630,11080,2020,4,4133.326,769.6925875,426.9454056495727,3,110,0.01540052888527258,1,537.0,False,4571.794871794872,18343.86360754985
성북구,정릉3동,11080640,11080,2020,4,4455.892,548.6209154,89.30345175471697,2,394,0.01540052888527258,1,175.0,False,815.633423180593,4254.762606057202
성북구,정릉4동,11080650,11080,2020,4,4547.723,1373.113999,105.85169521086262,3,507,0.01540052888527258,0,0.0,False,1915.654952076677,6298.460541356053
성북구,길음1동,11080660,11080,2020,4,6166.669,630.9686459,229.21490974683545,4,218,0.01540052888527258,1,246.0,False,11182.278481012658,45681.27570552039
성북구,길음2동,11080680,11080,2020,4,5735.34,385.3341006,654.4315925862069,2,454,0.01540052888527258,0,0.0,False,7096.551724137931,32091.45756992337
성북구,월곡1동,11080710,11080,2020,4,5081.515,681.0119858,245.0500555555556,7,418,0.01540052888527258,5,1710.0,False,7655.555555555555,28021.498470679013
성북구,월곡2동,11080720,11080,2020,4,7702.686,958.4932672,170.81785588235292,4,354,0.01540052888527258,2,559.0,False,3228.676470588235,19521.98322906454
성북구,장위1동,11080760,11080,2020,4,2997.949,683.6254851,225.1219827142857,0,202,0.01540052888527258,0,0.0,True,7754.285714285715,24885.63579742064
성북구,장위2동,11080770,11080,2020,4,2665.761,594.2915024,235.2020714925373,4,624,0.01540052888527258,1,238.0,False,4198.507462686567,22598.370730099505
성북구,장위3동,11080780,11080,2020,4,2172.654,276.4021612,242.4390583076923,5,938,0.01540052888527258,1,306.0,False,6276.923076923077,14853.970633333334
성북구,성북동,11080810,11080,2020,4,4745.078,987.117883,33.901287657342664,3,538,0.01540052888527258,1,264.0,False,1392.3076923076924,7516.749932060995
성북구,삼선동,11080820,11080,2020,4,5267.849,856.7465366,302.15146518478264,3,1040,0.01540052888527258,7,2886.0,False,5102.173913043478,28307.70131038648
성북구,동선동,11080830,11080,2020,4,6402.425,732.9769211,338.0206442465754,4,856,0.01540052888527258,2,328.0,False,3956.164383561644,33612.180429414
성북구,종암동,11080840,11080,2020,4,7105.898,1200.051897,101.8095839041096,5,954,0.01540052888527258,4,1034.0,False,6016.438356164384,26975.408222317343
성북구,석관동,11080850,11080,2020,4,6793.908,1130.083572,69.87292150289018,8,723,0.01540052888527258,1,512.0,False,4664.739884393063,16878.09108060373
강북구,번1동,11090600,11090,2020,4,5177.733,764.4031258,322.23740634848485,7,710,0.005791906779661017,2,886.0,False,6078.787878787878,30832.065058922555
강북구,번2동,11090610,11090,2020,4,2752.61,1551.699288,223.87019809473685,3,262,0.005791906779661017,1,202.0,False,3243.157894736842,13893.117468713452
강북구,번3동,11090620,11090,2020,4,3013.255,722.0056631,193.3424438090909,2,454,0.005791906779661017,0,0.0,False,3349.9999999999995,15446.48658232323
강북구,수유1동,11090630,11090,2020,4,4407.752,837.2346954,236.88245098802395,2,308,0.005791906779661017,1,225.0,False,2930.538922155689,11152.021141966068
강북구,수유2동,11090640,11090,2020,4,3839.937,791.4299944,694.0240230701754,5,385,0.005791906779661017,1,96.0,False,7850.877192982457,38824.74666739766
강북구,수유3동,11090650,11090,2020,4,6722.311,969.4843688,549.4356849305556,7,464,0.005791906779661017,1,469.0,True,5833.333333333334,40330.54217264661
강북구,삼양동,11090690,11090,2020,4,3807.667,653.6300838,542.210492,6,446,0.005791906779661017,1,264.0,True,5475.824175824176,27232.260772130645
강북구,미아동,11090700,11090,2020,4,6748.773,950.3388102,530.5500513548387,7,346,0.005791906779661017,0,0.0,False,4418.279569892473,25962.710080794503
강북구,송중동,11090710,11090,2020,4,7700.248,1064.553869,488.5262849108911,5,316,0.005791906779661017,1,209.0,True,5785.148514851485,35141.85685643565
강북구,송천동,11090720,11090,2020,4,6206.381,924.3105062,548.2350530666666,6,908,0.005791906779661017,1,220.0,True,5376.666666666667,32331.761845061734
강북구,삼각산동,11090730,11090,2020,4,2359.936,416.2925442,795.825077,2,323,0.005791906779661017,0,0.0,False,12348.387096774191,39784.526853942654
강북구,우이동,11090740,11090,2020,4,3966.959,762.7251614,42.918551989299615,5,552,0.005791906779661017,2,681.0,False,479.182879377432,1910.1961050178336
강북구,인수동,11090750,11090,2020,4,5645.171,1195.080419,120.60783327743904,5,736,0.005791906779661017,1,150.0,True,1919.2073170731708,9434.038953802508
도봉구,쌍문1동,11100510,11100,2020,4,4204.372,1711.626506,225.0297279596774,0,205,0.012451719128329299,4,1009.0,False,4292.741935483871,14403.126786514338
도봉구,쌍문2동,11100520,11100,2020,4,4002.139,686.1318671,516.7349308703704,1,354,0.012451719128329299,2,501.0,False,7555.555555555555,35143.890710390944
도봉구,쌍문3동,11100530,11100,2020,4,3383.11,586.8326046,558.0737253,3,363,0.012451719128329299,0,0.0,True,6526.0,31897.702779444448
도봉구,쌍문4동,11100540,11100,2020,4,2741.87,435.2503169,536.6093512884615,3,216,0.012451719128329299,1,312.0,False,8567.307692307691,28146.95451949786
도봉구,방학1동,11100550,11100,2020,4,7124.905,991.3641379,437.69566863768114,11,1542,0.012451719128329299,3,2081.0,True,11704.347826086958,35985.8009607488
도봉구,방학2동,11100560,11100,2020,4,3523.308,663.7561344,408.12163697297296,1,685,0.012451719128329299,0,0.0,False,5555.405405405406,17278.010141141138
도봉구,방학3동,11100570,11100,2020,4,4047.501,692.4005153,115.27099670229006,4,556,0.012451719128329299,2,721.0,False,2651.1450381679388,9148.420286577606
도봉구,창1동,11100590,11100,2020,4,4564.48,523.8496638,547.5640950909091,2,1022,0.012451719128329299,0,0.0,True,7488.636363636364,27558.55354403409
도봉구,창2동,11100600,11100,2020,4,5528.316,1002.365721,458.9108606476191,1,755,0.012451719128329299,0,0.0,False,6455.238095238095,25934.491899867724
도봉구,창3동,11100610,11100,2020,4,2390.235,572.1934646,719.1886622089552,1,228,0.012451719128329299,1,171.0,False,4571.641791044776,21121.61850331675
도봉구,창4동,11100620,11100,2020,4,6073.251,417.1841232,507.21726703157896,6,1102,0.012451719128329299,2,355.0,False,7448.421052631579,30154.33026827485
도봉구,창5동,11100630,11100,2020,4,5826.49,1034.241118,688.3662909714285,4,467,0.012451719128329299,2,264.0,False,9047.142857142857,33033.46691964286
도봉구,도봉1동,11100640,11100,2020,4,4700.547,1830.852452,21.57671246559633,5,876,0.012451719128329299,1,267.0,False,632.5688073394494,2081.785464640672
도봉구,도봉2동,11100650,11100,2020,4,4828.534,611.6671999,226.68546108433736,5,1258,0.012451719128329299,1,138.0,True,8243.373493975903,23394.47645749665
노원구,월계1동,11110510,11110,2020,4,5347.379,960.7695883,265.9146446,5,195,0.018298222347629796,3,1451.0,False,4920.689655172414,23193.223194564176
노원구,월계2동,11110520,11110,2020,4,3388.322,545.5567792,159.00050916494845,4,262,0.018298222347629796,0,0.0,False,3313.40206185567,10950.404853235968
노원구,월계3동,11110530,11110,2020,4,4323.835,617.326687,263.64186989743587,2,645,0.018298222347629796,0,0.0,True,6345.2991452991455,23236.33847554606
노원구,공릉2동,11110560,11110,2020,4,12419.298,1534.467136,52.597245247800586,7,2425,0.018298222347629796,0,0.0,False,1577.2727272727273,6358.252978576084
노원구,하계1동,11110580,11110,2020,4,5433.05,620.2460571,124.615504,3,885,0.018298222347629796,2,1195.0,False,3965.806451612903,17213.362088530466
노원구,하계2동,11110590,11110,2020,4,2146.87,472.7585066,378.73339450980393,7,450,0.018298222347629796,0,0.0,False,10152.941176470587,33629.59802805011
노원구,중계본동,11110600,11110,2020,4,4216.352,880.3512932,214.45672058375632,6,136,0.018298222347629796,2,415.0,False,3309.137055837564,12386.49176896503
노원구,중계1동,11110610,11110,2020,4,3770.145,447.6999262,670.6027611904761,4,521,0.018298222347629796,2,894.0,False,11173.015873015873,41768.02938205467
노원구,중계4동,11110640,11110,2020,4,3719.708,544.053855,703.9373469705881,1,474,0.018298222347629796,1,377.0,False,2822.3529411764707,12103.319685947718
노원구,상계1동,11110650,11110,2020,4,6852.01,716.0069493,137.7604537900356,10,572,0.018298222347629796,1,155.0,False,1986.476868327402,7269.021566725979
노원구,상계2동,11110660,11110,2020,4,7405.012,819.6881964,1269.2028693442624,4,193,0.018298222347629796,0,0.0,False,8304.918032786885,51869.23577572859
노원구,상계5동,11110690,11110,2020,4,3596.735,704.8459291,1759.576705227273,1,444,0.018298222347629796,0,0.0,False,4872.277227722772,22972.174086083607
노원구,상계8동,11110720,11110,2020,4,2884.598,21.52905011,1155.5429108955225,2,597,0.018298222347629796,1,159.0,False,8104.477611940298,29846.418178482585
노원구,상계9동,11110730,11110,2020,4,1665.538,36.35167944,955.8194448148148,3,515,0.018298222347629796,1,299.0,False,6065.432098765432,22724.457098593964
노원구,상계10동,11110740,11110,2020,4,2451.278,908.9067054,967.767187875,3,1105,0.018298222347629796,2,394.0,False,5551.25,22526.947295659724
노원구,상계3·4동,11110760,11110,2020,4,2846.745,603.8570272,137.7604537900356,2,370,0.018298222347629796,0,0.0,False,1337.2277227722773,4397.635335671067
노원구,상계6·7동,11110770,11110,2020,4,9904.346,10247.07405,697.4898651351352,6,1480,0.018298222347629796,6,3036.0,False,6771.1711711711705,39184.39101363863
노원구,중계2·3동,11110780,11110,2020,4,5725.516,180.2827062,469.42193283333336,2,1007,0.018298222347629796,2,505.0,False,7748.888888888889,41483.928675462965
노원구,공릉1동,11110790,11110,2020,4,8123.019,1174.909101,254.40653375177305,12,868,0.018298222347629796,2,379.0,False,6370.212765957447,32544.906146572102
은평구,녹번동,11120510,11120,2020,4,7400.506,952.9809799,59.681340223463685,10,1092,0.01459838438236284,0,0.0,False,4789.385474860335,18949.68023921477
은평구,불광1동,11120520,11120,2020,4,18500.899,1088.432955,78.63816896166135,4,764,0.01459838438236284,1,266.0,False,2765.1757188498405,12179.064934948528
